customer_id,customer_age_years,customer_tenure_months,customer_avg_price,customer_total_spend,customer_std_price,customer_num_purchases,customer_n_categories,customer_top_1_cat,customer_top_2_cat,customer_top_3_cat,customer_preferred_device,customer_gender,customer_avg_views,customer_max_price,customer_min_price
CUST_0198,22,3,1236.1057142857142,8652.74,70.14839410305912,7,3,dress,skirt,blouse,mobile,unknown,5.714285714285714,1329.66,1102.47
CUST_0199,27,13,1235.26875,9882.15,126.2399070293769,8,2,dress,skirt,dress,mobile,female,6.375,1500.0,1093.55
CUST_0200,24,7,1344.2375,5376.95,76.83767061149108,4,2,dress,blouse,dress,mobile,unknown,5.5,1447.81,1262.84
CUST_0201,20,9,1276.6271428571429,8936.39,79.21522090993328,7,3,skirt,blouse,dress,mobile,unknown,5.0,1386.13,1192.85
CUST_0202,20,2,1231.105,9848.84,144.76668342050053,8,3,blouse,dress,skirt,mobile,unknown,6.75,1500.0,1052.56
CUST_0203,19,11,1296.4785714285715,9075.35,91.24162234210361,7,2,skirt,dress,skirt,mobile,unknown,6.428571428571429,1485.13,1217.54
CUST_0204,21,5,1275.8953333333334,19138.43,128.54934804894785,15,3,dress,skirt,blouse,mobile,male,5.533333333333333,1500.0,1091.34
CUST_0205,21,2,1292.5618181818181,14218.18,111.87053319066479,11,3,blouse,dress,skirt,mobile,female,6.181818181818182,1487.11,1141.36
CUST_0206,20,6,1174.5325,9396.26,127.27021711416121,8,2,dress,blouse,dress,mobile,unknown,5.375,1340.68,1000.0
CUST_0207,26,3,1242.3983333333333,7454.39,140.4886622353088,6,3,skirt,blouse,dress,desktop,female,5.833333333333333,1386.13,1015.16
CUST_0208,26,3,1258.3714285714286,8808.6,130.85088121325637,7,3,dress,blouse,skirt,mobile,female,6.571428571428571,1500.0,1112.09
CUST_0209,21,11,1294.307,12943.07,126.45384068241391,10,3,blouse,dress,skirt,mobile,unknown,5.3,1500.0,1092.7
CUST_0210,21,7,1234.9677777777777,11114.71,84.34243975866745,9,3,dress,blouse,skirt,mobile,unknown,5.111111111111111,1362.76,1106.33
CUST_0211,26,13,1210.8416666666665,7265.049999999999,87.55826161286366,6,3,blouse,skirt,dress,mobile,female,5.833333333333333,1319.54,1091.34
CUST_0212,24,8,1237.2566666666667,11135.31,109.2486561702248,9,3,dress,skirt,blouse,mobile,male,5.777777777777778,1447.81,1109.22
CUST_0213,23,4,1236.3871428571426,8654.71,140.94674534663628,7,3,blouse,dress,skirt,mobile,unknown,5.142857142857143,1500.0,1069.79
CUST_0214,27,2,1334.041111111111,12006.369999999999,105.82752045716235,9,2,skirt,dress,skirt,mobile,unknown,5.444444444444445,1500.0,1217.54
CUST_0215,24,13,1193.6871428571428,8355.81,141.309358585373,7,3,dress,blouse,skirt,mobile,unknown,6.142857142857143,1387.37,1035.35
CUST_0216,27,10,1283.6028571428574,8985.220000000001,99.65502959614987,7,3,dress,blouse,skirt,mobile,male,4.857142857142857,1500.0,1213.93
CUST_0217,28,1,1253.9309090909092,13793.24,136.3659795883523,11,3,dress,blouse,skirt,mobile,female,7.090909090909091,1391.78,1000.0
CUST_0218,25,0,1245.735,14948.82,114.24843714865025,12,3,skirt,dress,blouse,mobile,female,4.666666666666667,1487.11,1067.43
CUST_0219,23,6,1186.9471428571428,8308.63,117.25596526606309,7,3,skirt,dress,blouse,mobile,female,6.571428571428571,1386.13,1000.0
CUST_0220,22,14,1258.7700000000002,3776.3100000000004,188.8154863881668,3,2,skirt,blouse,skirt,mobile,unknown,6.333333333333333,1470.94,1109.22
CUST_0221,23,8,1198.9533333333334,10790.58,107.20075454491915,9,3,blouse,dress,skirt,mobile,male,4.222222222222222,1329.66,1015.16
CUST_0222,23,2,1286.7122222222222,11580.41,131.62751657402197,9,3,dress,blouse,skirt,mobile,unknown,5.888888888888889,1485.13,1092.7
CUST_0223,27,6,1365.1533333333334,4095.46,80.88127492401023,3,2,dress,skirt,dress,mobile,male,4.0,1454.15,1296.13
CUST_0224,23,6,1242.8666666666666,11185.8,124.69546162551397,9,3,skirt,dress,blouse,mobile,female,6.333333333333333,1500.0,1143.11
CUST_0225,28,5,1230.4959999999999,12304.96,112.47338808209999,10,3,skirt,blouse,dress,mobile,unknown,5.4,1454.15,1054.67
CUST_0226,24,8,1218.808,6094.04,129.14479652699913,5,3,dress,blouse,skirt,mobile,female,6.6,1395.08,1065.04
CUST_0227,20,10,1266.565,12665.65,108.66312757529327,10,3,dress,blouse,skirt,mobile,unknown,5.9,1485.13,1122.09
CUST_0228,25,3,1249.91,11249.19,71.65621571085094,9,3,dress,blouse,skirt,mobile,female,3.888888888888889,1353.99,1112.09
CUST_0229,24,9,1204.033,12040.33,101.3912184505586,10,3,skirt,blouse,dress,mobile,unknown,5.5,1340.68,1015.16
CUST_0230,22,12,1285.695,10285.56,133.81578894670312,8,3,dress,blouse,skirt,mobile,male,5.875,1485.13,1066.11
CUST_0231,24,2,1219.3999999999999,4877.599999999999,100.05939169646523,4,2,skirt,dress,skirt,mobile,unknown,4.25,1325.62,1091.34
CUST_0232,18,9,1259.7014285714286,8817.91,120.5334889050303,7,2,dress,skirt,dress,mobile,unknown,4.714285714285714,1485.13,1112.09
CUST_0233,25,16,1217.25,7303.5,99.21187832109631,6,3,skirt,blouse,dress,mobile,female,4.666666666666667,1331.48,1035.35
CUST_0234,18,3,1230.4383333333333,14765.26,100.66148201077735,12,3,dress,blouse,skirt,mobile,unknown,5.583333333333333,1447.81,1035.35
CUST_0235,22,8,1147.2060000000001,5736.030000000001,189.0049752784302,5,3,dress,skirt,blouse,mobile,unknown,7.0,1485.13,1054.67
CUST_0236,22,7,1281.8880000000001,12818.880000000001,107.29665406401706,10,3,dress,skirt,blouse,mobile,unknown,5.8,1500.0,1138.06
CUST_0237,26,12,1201.2977777777778,10811.68,90.8237103924104,9,3,dress,blouse,skirt,mobile,male,5.777777777777778,1297.35,1054.67
CUST_0238,21,9,1206.47375,9651.79,126.42443072416248,8,3,dress,skirt,blouse,mobile,unknown,6.125,1370.82,1000.0
CUST_0239,18,12,1247.5925,9980.74,89.90760396095536,8,3,skirt,blouse,dress,mobile,female,6.0,1391.78,1120.14
CUST_0240,29,9,1301.02,6505.1,73.97669024767198,5,3,blouse,dress,skirt,mobile,female,5.0,1386.13,1192.85
CUST_0241,51,7,1211.6299999999999,8481.41,144.90711289190284,7,3,jeans,shoes,jacket,mobile,female,5.714285714285714,1475.77,1032.04
CUST_0242,49,9,1264.3053846153848,16435.97,124.65007518485393,13,3,shoes,jacket,jeans,desktop,female,5.230769230769231,1500.0,1095.17
CUST_0243,44,12,1298.8822727272727,28575.41,115.4035581250512,22,3,jacket,jeans,shoes,desktop,male,4.954545454545454,1500.0,1127.49
CUST_0244,53,10,1269.26,15231.119999999999,117.45244561871918,12,3,jeans,jacket,shoes,desktop,male,5.583333333333333,1490.79,1130.07
CUST_0245,46,10,1281.341111111111,11532.07,131.24712696326387,9,3,jeans,shoes,jacket,mobile,male,6.333333333333333,1490.79,1127.49
CUST_0246,46,5,1256.2327272727273,27637.12,118.79605032643204,22,3,shoes,jeans,jacket,desktop,female,4.545454545454546,1446.99,1029.23
CUST_0247,45,3,1274.847142857143,17847.86,122.14888540872325,14,3,shoes,jeans,jacket,desktop,female,4.214285714285714,1500.0,1076.76
CUST_0248,49,15,1289.9861904761904,27089.71,140.05061276110828,21,3,shoes,jeans,jacket,mobile,male,4.857142857142857,1500.0,1000.0
CUST_0249,53,16,1212.0842857142857,8484.59,133.4757751875027,7,3,jacket,jeans,shoes,desktop,female,8.0,1438.02,1074.69
CUST_0250,40,6,1245.1576470588236,21167.68,112.93508730291767,17,3,shoes,jeans,jacket,mobile,male,5.9411764705882355,1474.7,1076.76
CUST_0251,60,12,1275.56875,20409.1,127.62324542052149,16,3,jacket,shoes,jeans,desktop,male,5.3125,1500.0,1000.0
CUST_0252,47,16,1204.1950000000002,12041.95,74.16250538887934,10,3,shoes,jacket,jeans,desktop,male,5.1,1313.46,1029.23
CUST_0253,46,3,1265.076,18976.14,138.98830540732553,15,3,shoes,jacket,jeans,desktop,male,4.466666666666667,1490.79,1000.0
CUST_0254,52,10,1278.383,25567.66,148.09598719109596,20,3,jeans,shoes,jacket,desktop,female,5.4,1500.0,1000.0
CUST_0255,41,6,1245.6573684210525,23667.489999999998,85.60761569458809,19,3,jeans,jacket,shoes,desktop,female,5.578947368421052,1397.64,1025.46
CUST_0256,48,19,1247.682,18715.23,134.91991207485168,15,3,jeans,jacket,shoes,desktop,male,5.733333333333333,1443.08,1000.0
CUST_0257,47,8,1272.0526666666667,19080.79,83.96659467283632,15,3,jeans,jacket,shoes,desktop,female,6.6,1420.12,1125.84
CUST_0258,48,4,1258.928695652174,28955.36,118.81519623900066,23,3,jacket,jeans,shoes,desktop,unknown,4.434782608695652,1457.47,1029.23
CUST_0259,57,13,1237.5628571428572,17325.88,116.48917667970908,14,3,jacket,jeans,shoes,desktop,female,6.428571428571429,1420.12,1025.46
CUST_0260,51,4,1299.4105263157894,24688.8,132.17466699088763,19,3,shoes,jeans,jacket,desktop,male,5.2105263157894735,1500.0,1090.38
CUST_0261,47,10,1282.6164285714287,17956.63,115.34343351701689,14,3,jacket,jeans,shoes,desktop,male,6.0,1485.43,1074.69
CUST_0262,54,3,1273.9576470588236,21657.28,117.3383657701847,17,3,jeans,jacket,shoes,desktop,female,4.411764705882353,1500.0,1135.97
CUST_0263,45,1,1210.4209523809525,25418.84,130.82062906532605,21,3,jacket,jeans,shoes,desktop,unknown,5.333333333333333,1500.0,1000.0
CUST_0264,52,11,1311.2530000000002,13112.53,90.43257353778374,10,3,jeans,shoes,jacket,desktop,unknown,4.4,1500.0,1177.67
CUST_0265,50,4,1286.4282352941175,21869.28,117.01263902006988,17,3,shoes,jacket,jeans,desktop,male,5.588235294117647,1475.77,1062.85
CUST_0266,42,16,1252.4424999999999,10019.539999999999,75.60117227927087,8,3,jacket,jeans,shoes,desktop,male,5.0,1363.08,1177.67
CUST_0267,54,6,1219.70625,19515.3,163.96248054051878,16,3,shoes,jeans,jacket,desktop,female,6.375,1500.0,1000.0
CUST_0268,53,4,1266.25,12662.5,104.51987413352968,10,3,shoes,jacket,jeans,desktop,female,4.6,1446.99,1130.07
CUST_0269,50,4,1219.6699999999998,15855.71,108.91520952863584,13,3,jacket,shoes,jeans,desktop,female,5.461538461538462,1490.79,1090.38
CUST_0270,47,2,1230.5347368421053,23380.16,90.6271456370319,19,3,jeans,jacket,shoes,desktop,male,6.0,1415.54,1032.04
CUST_0271,55,5,1232.0392307692307,16016.51,118.70668265810613,13,3,shoes,jacket,jeans,desktop,female,5.769230769230769,1438.02,1000.0
CUST_0272,53,5,1255.4111764705883,21341.99,134.76482195302088,17,3,jacket,jeans,shoes,desktop,male,5.588235294117647,1485.43,1000.0
CUST_0273,50,14,1273.3014285714287,8913.11,152.31791768409602,7,3,shoes,jacket,jeans,mobile,male,5.428571428571429,1446.99,1078.7
CUST_0274,50,4,1240.31625,19845.06,100.13760198679951,16,3,jacket,jeans,shoes,desktop,male,5.0625,1500.0,1125.84
CUST_0275,47,5,1288.575625,20617.21,113.40476503620411,16,3,shoes,jacket,jeans,desktop,male,4.8125,1500.0,1095.17
CUST_0276,52,13,1296.7814285714285,27232.41,106.11797549358518,21,3,jacket,jeans,shoes,desktop,female,4.714285714285714,1474.7,1050.94
CUST_0277,58,10,1269.858,19047.87,104.44207705709415,15,3,shoes,jeans,jacket,desktop,female,5.0,1475.77,1029.23
CUST_0278,50,2,1238.6325,14863.59,143.98169707703065,12,3,jacket,jeans,shoes,desktop,female,7.25,1474.7,1000.0
CUST_0279,52,15,1238.7333333333333,29729.6,122.55118042348026,24,3,jeans,jacket,shoes,desktop,female,5.291666666666667,1437.07,1000.0
CUST_0280,47,4,1296.8014285714287,18155.22,105.78888678416544,14,3,shoes,jeans,jacket,desktop,female,5.857142857142857,1500.0,1178.12
CUST_0281,50,7,1302.0841176470587,22135.43,96.95428433408848,17,3,jacket,jeans,shoes,desktop,male,5.705882352941177,1449.44,1095.17
CUST_0282,43,1,1252.1158333333333,30050.78,117.9423976913663,24,3,jacket,jeans,shoes,mobile,female,5.375,1500.0,1000.0
CUST_0283,45,7,1199.1645454545455,13190.810000000001,107.58416950124554,11,3,shoes,jeans,jacket,desktop,unknown,6.090909090909091,1386.41,1025.46
CUST_0284,53,11,1323.2764285714286,18525.87,96.46366439132507,14,3,shoes,jeans,jacket,desktop,female,6.357142857142857,1500.0,1180.07
CUST_0285,45,5,1279.4982352941176,21751.47,107.02174768681917,17,3,jeans,jacket,shoes,desktop,female,5.117647058823529,1500.0,1095.17
CUST_0286,49,5,1279.792222222222,23036.26,117.21811205940506,18,3,shoes,jeans,jacket,desktop,male,6.5,1500.0,1127.49
CUST_0287,47,6,1215.2423529411765,20659.12,133.81465836789945,17,3,jacket,jeans,shoes,desktop,male,5.588235294117647,1420.12,1000.0
CUST_0288,54,4,1273.3148148148148,34379.5,105.1001522128141,27,3,jeans,jacket,shoes,desktop,male,5.444444444444445,1457.47,1029.23
CUST_0289,57,3,1292.9094117647057,21979.46,111.96413066639832,17,3,jacket,shoes,jeans,desktop,unknown,5.588235294117647,1500.0,1074.69
CUST_0290,45,9,1250.739,25014.78,131.74814884947406,20,3,jacket,shoes,jeans,desktop,male,5.8,1490.79,1000.0
CUST_0291,48,1,1291.1815000000001,25823.63,113.87014234945089,20,3,jacket,jeans,shoes,desktop,male,5.55,1500.0,1076.76
CUST_0292,44,5,1296.1985714285713,18146.78,108.42633627399849,14,3,jeans,shoes,jacket,desktop,female,4.857142857142857,1490.79,1099.63
CUST_0293,51,5,1240.2285714285715,17363.2,105.05560497309857,14,3,jacket,jeans,shoes,desktop,female,4.714285714285714,1393.55,1076.76
CUST_0294,59,10,1239.40375,19830.46,93.08458790261682,16,3,shoes,jeans,jacket,mobile,male,4.9375,1387.05,1095.17
CUST_0295,60,10,1231.6516666666666,22169.73,121.638682665459,18,3,shoes,jacket,jeans,desktop,male,5.055555555555555,1474.7,1025.46
CUST_0296,45,12,1225.536,12255.36,117.96281280320696,10,3,shoes,jacket,jeans,desktop,male,5.6,1384.48,1000.0
CUST_0297,55,3,1301.5565000000001,26031.13,111.13190153928278,20,3,jacket,jeans,shoes,desktop,female,4.8,1500.0,1074.69
CUST_0298,45,4,1256.6004761904762,26388.61,146.3908930048652,21,3,shoes,jeans,jacket,desktop,male,5.523809523809524,1485.43,1000.0
CUST_0299,57,11,1258.0058823529412,21386.1,152.8512271809922,17,3,jeans,jacket,shoes,desktop,unknown,5.235294117647059,1500.0,1000.0
CUST_0300,52,10,1280.99,17933.86,87.68502029774174,14,3,jeans,jacket,shoes,desktop,female,5.214285714285714,1443.08,1135.97
CUST_0301,51,3,1247.9875,19967.8,116.48478747601905,16,3,jeans,jacket,shoes,desktop,female,4.875,1437.07,1000.0
CUST_0302,49,6,1271.99,15263.88,58.04352066259496,12,3,jacket,jeans,shoes,mobile,unknown,5.75,1363.08,1195.44
CUST_0303,51,8,1252.5805555555555,22546.45,112.66979617564522,18,3,jeans,jacket,shoes,desktop,unknown,5.222222222222222,1443.08,1000.0
CUST_0304,54,5,1296.6924999999999,25933.85,159.734232229828,20,3,jeans,shoes,jacket,desktop,male,5.9,1500.0,1025.46
CUST_0305,50,8,1228.9737499999999,19663.579999999998,135.58497684109398,16,3,shoes,jeans,jacket,desktop,male,5.6875,1443.08,1000.0
CUST_0306,50,3,1299.985,23399.73,126.79918691750817,18,3,jacket,jeans,shoes,mobile,female,5.111111111111111,1500.0,1032.04
CUST_0307,52,5,1218.6936363636362,13405.63,89.44732363494471,11,3,jeans,shoes,jacket,mobile,female,5.181818181818182,1415.54,1062.85
CUST_0308,52,1,1241.4542857142858,26070.54,107.84531179293008,21,3,shoes,jacket,jeans,mobile,male,5.190476190476191,1457.47,1074.69
CUST_0309,45,4,1260.0233333333333,18900.35,82.96753079769618,15,3,jacket,jeans,shoes,desktop,unknown,5.066666666666666,1449.44,1135.97
CUST_0310,50,8,1240.2653333333333,18603.98,130.01561037411003,15,3,jeans,jacket,shoes,desktop,male,5.6,1500.0,1000.0
CUST_0311,51,9,1242.548125,19880.77,112.88821374668244,16,3,jeans,shoes,jacket,desktop,male,5.5625,1500.0,1062.85
CUST_0312,49,7,1239.2794736842106,23546.31,125.87152181992222,19,3,jeans,shoes,jacket,desktop,male,6.0,1500.0,1029.23
CUST_0313,50,5,1299.024705882353,22083.42,70.41908087635477,17,3,jeans,jacket,shoes,desktop,female,5.823529411764706,1457.47,1155.98
CUST_0314,49,4,1319.42,10555.36,85.357133102211,8,3,jeans,shoes,jacket,desktop,male,6.625,1438.02,1162.66
CUST_0315,51,17,1236.76,16077.88,111.72087017801704,13,3,jacket,shoes,jeans,mobile,female,6.461538461538462,1451.01,1074.69
CUST_0316,46,9,1278.5057142857142,17899.079999999998,137.79555785595974,14,3,jeans,jacket,shoes,desktop,female,5.5,1475.77,1029.23
CUST_0317,48,8,1242.7578571428571,17398.61,153.82895627079657,14,3,shoes,jacket,jeans,desktop,male,5.428571428571429,1500.0,1000.0
CUST_0318,48,9,1304.43,16957.59,92.6578330921533,13,3,shoes,jacket,jeans,desktop,female,5.230769230769231,1443.08,1175.02
CUST_0319,52,16,1250.2286666666666,18753.43,133.1534829685903,15,3,jeans,shoes,jacket,desktop,male,5.6,1443.08,1000.0
CUST_0320,53,1,1267.4482352941177,21546.62,136.33659606995175,17,3,shoes,jacket,jeans,desktop,female,5.588235294117647,1500.0,1025.46
CUST_0321,46,1,1249.7875,24995.75,115.8108844932343,20,3,jeans,shoes,jacket,desktop,unknown,5.05,1474.7,1025.46
CUST_0322,53,4,1287.9992857142856,18031.989999999998,133.39805185201206,14,3,jacket,shoes,jeans,desktop,female,6.071428571428571,1490.79,1062.85
CUST_0323,49,5,1267.9880952380952,26627.75,135.4260138459021,21,3,jeans,jacket,shoes,mobile,male,5.857142857142857,1485.43,1000.0
CUST_0324,56,1,1300.7876923076922,16910.239999999998,94.9334480178831,13,3,shoes,jeans,jacket,desktop,female,4.461538461538462,1451.01,1127.49
CUST_0325,46,5,1219.4864285714286,17072.81,122.84324342630534,14,3,shoes,jacket,jeans,desktop,female,5.428571428571429,1475.77,1029.23
CUST_0326,56,8,1224.7,23269.3,134.09911301388658,19,3,jeans,jacket,shoes,mobile,unknown,5.7894736842105265,1485.43,1000.0
CUST_0327,50,14,1247.124375,19953.99,97.87823108119251,16,3,shoes,jeans,jacket,desktop,unknown,6.125,1437.07,1095.17
CUST_0328,49,12,1308.3181818181818,14391.5,144.85395533558489,11,3,jacket,jeans,shoes,mobile,male,5.7272727272727275,1500.0,1078.7
CUST_0329,42,8,1270.465882352941,21597.92,107.5429769940153,17,3,jeans,shoes,jacket,mobile,female,4.647058823529412,1474.7,1125.84
CUST_0330,50,3,1239.658181818182,27272.48,120.37123515890184,22,3,jeans,jacket,shoes,desktop,female,4.818181818181818,1500.0,1000.0
CUST_0331,56,4,1269.6094736842103,24122.579999999998,132.21960274372174,19,3,jeans,jacket,shoes,desktop,female,5.315789473684211,1485.43,1000.0
CUST_0332,52,2,1304.6566666666665,31311.76,86.33167133423468,24,3,shoes,jeans,jacket,mobile,male,5.583333333333333,1474.7,1190.8
CUST_0333,53,6,1238.7517647058824,21058.78,86.78542174778651,17,3,jeans,jacket,shoes,desktop,unknown,5.352941176470588,1386.41,1125.84
CUST_0334,49,2,1242.9207142857142,17400.89,115.78938894284846,14,3,jacket,jeans,shoes,desktop,female,5.642857142857143,1500.0,1050.94
CUST_0335,41,1,1262.2558333333334,15147.07,162.79298714280904,12,3,shoes,jeans,jacket,desktop,female,5.75,1500.0,1000.0
CUST_0336,45,4,1215.681,12156.81,113.85529670497453,10,3,jacket,jeans,shoes,desktop,male,5.1,1387.05,1032.04
CUST_0337,53,4,1230.3180952380953,25836.68,124.00758108353891,21,3,jacket,shoes,jeans,desktop,male,5.809523809523809,1500.0,1025.46
CUST_0338,49,5,1272.523888888889,22905.43,100.62857424496862,18,3,jacket,jeans,shoes,mobile,female,4.277777777777778,1474.7,1062.85
CUST_0339,54,10,1306.1354545454544,14367.49,91.41069470949617,11,3,jacket,jeans,shoes,desktop,male,5.181818181818182,1418.87,1099.63
CUST_0340,56,12,1281.9670588235294,21793.44,99.99218205469279,17,3,shoes,jeans,jacket,desktop,female,5.647058823529412,1451.01,1100.78
CUST_0341,53,2,1301.370625,20821.93,115.02904604019226,16,3,jeans,jacket,shoes,desktop,female,5.0,1490.79,1032.04
CUST_0342,53,14,1269.6666666666667,19045.0,93.8940216921387,15,3,jeans,shoes,jacket,desktop,male,6.6,1392.23,1120.66
CUST_0343,47,2,1205.4399999999998,10848.96,46.89871186930404,9,3,shoes,jacket,jeans,desktop,female,4.777777777777778,1264.0,1107.44
CUST_0344,55,3,1286.6545454545455,14153.2,122.25773074645522,11,3,jeans,jacket,shoes,desktop,male,5.0,1474.7,1098.06
CUST_0345,47,4,1240.2857142857142,17364.0,128.21022890395446,14,3,shoes,jeans,jacket,desktop,male,5.5,1500.0,1000.0
CUST_0346,53,10,1239.1175,9912.94,100.69677832128356,8,2,jacket,jeans,jacket,desktop,female,5.875,1386.41,1076.76
CUST_0347,51,6,1296.8822222222223,23343.88,114.84672791341643,18,3,shoes,jeans,jacket,desktop,male,4.944444444444445,1500.0,1125.84
CUST_0348,47,4,1284.9153846153847,16703.9,125.81685125712063,13,3,jacket,jeans,shoes,desktop,male,5.461538461538462,1500.0,1090.38
CUST_0349,47,13,1345.7726666666667,20186.59,116.59125012910133,15,3,jacket,shoes,jeans,desktop,male,5.933333333333334,1500.0,1095.17
CUST_0350,53,6,1240.405,17365.67,118.14274591162366,14,3,shoes,jeans,jacket,desktop,male,5.785714285714286,1437.07,1032.04
CUST_0351,48,7,1261.98125,20191.7,124.54151237639599,16,3,jeans,jacket,shoes,desktop,unknown,6.5625,1500.0,1000.0
CUST_0352,54,8,1305.569,13055.69,145.97932551106905,10,3,shoes,jacket,jeans,mobile,female,5.7,1500.0,1099.63
CUST_0353,49,10,1231.582142857143,17242.15,133.60815118953522,14,3,shoes,jacket,jeans,desktop,female,5.571428571428571,1418.87,1000.0
CUST_0354,50,7,1253.7170588235294,21313.19,132.15572290695104,17,3,shoes,jacket,jeans,desktop,female,5.411764705882353,1475.77,1000.0
CUST_0355,43,2,1303.0025,26060.05,118.62048154003375,20,3,jacket,shoes,jeans,desktop,unknown,4.95,1500.0,1078.7
CUST_0356,50,7,1294.0718181818181,14234.789999999999,136.78943715200978,11,3,jeans,jacket,shoes,mobile,male,4.2727272727272725,1500.0,1095.17
CUST_0357,48,2,1281.2768421052633,24344.260000000002,126.53991456596836,19,3,shoes,jeans,jacket,mobile,female,5.2631578947368425,1500.0,1032.04
CUST_0358,57,10,1282.8486666666665,19242.73,122.63406697899865,15,3,shoes,jacket,jeans,desktop,male,5.466666666666667,1500.0,1098.06
CUST_0359,46,7,1312.12625,20994.02,107.76083814787876,16,3,shoes,jacket,jeans,mobile,unknown,6.0625,1500.0,1090.38
CUST_0360,47,8,1304.8116666666667,15657.74,114.84157093644932,12,3,shoes,jacket,jeans,desktop,female,5.083333333333333,1485.43,1074.69
CUST_0361,45,8,1246.782,18701.73,119.3049686547643,15,3,jeans,shoes,jacket,desktop,male,6.533333333333333,1457.47,1032.04
CUST_0362,48,4,1300.2893333333334,19504.34,109.28023416014098,15,3,jeans,jacket,shoes,desktop,female,5.4,1457.47,1098.06
CUST_0363,49,6,1258.230909090909,13840.54,100.95018459166334,11,3,jeans,jacket,shoes,mobile,female,6.090909090909091,1443.08,1095.17
CUST_0364,49,7,1182.3600000000001,17735.4,135.14254194315401,15,3,jacket,shoes,jeans,mobile,female,5.6,1500.0,1000.0
CUST_0365,54,1,1248.1636363636364,27459.600000000002,122.80154716511997,22,3,jacket,jeans,shoes,desktop,female,5.5,1500.0,1062.85
CUST_0366,45,10,1251.148125,20018.37,120.32965471120019,16,3,jacket,jeans,shoes,desktop,female,6.5,1457.47,1050.94
CUST_0367,51,13,1353.5791666666667,16242.95,122.72656039551971,12,3,shoes,jacket,jeans,desktop,female,4.833333333333333,1500.0,1099.63
CUST_0368,48,2,1325.4853333333333,19882.28,110.56621531699368,15,3,jacket,jeans,shoes,desktop,male,4.733333333333333,1500.0,1078.7
CUST_0369,43,4,1267.7775,20284.44,119.04357261104022,16,3,shoes,jacket,jeans,desktop,female,5.875,1500.0,1062.85
CUST_0370,51,6,1299.0477777777778,23382.86,112.24377024796128,18,3,jeans,shoes,jacket,mobile,female,5.722222222222222,1500.0,1090.38
CUST_0371,41,8,1192.46625,9539.73,105.97814679552704,8,3,shoes,jeans,jacket,desktop,female,4.75,1304.74,1000.0
CUST_0372,53,11,1257.461111111111,22634.3,120.13405447978369,18,3,jeans,shoes,jacket,desktop,male,4.888888888888889,1449.44,1000.0
CUST_0373,51,0,1273.5541176470588,21650.42,145.22308167345605,17,3,shoes,jeans,jacket,mobile,unknown,5.352941176470588,1500.0,1074.69
CUST_0374,47,2,1245.7119047619049,26159.95,113.25589722478237,21,3,shoes,jacket,jeans,desktop,female,5.857142857142857,1485.43,1029.23
CUST_0375,43,13,1286.0558333333333,15432.67,130.8667774673808,12,3,jeans,jacket,shoes,desktop,female,6.083333333333333,1500.0,1100.78
CUST_0376,40,1,1272.3919047619047,26720.23,123.96625289243225,21,3,shoes,jacket,jeans,desktop,male,5.142857142857143,1475.77,1025.46
CUST_0377,44,8,1232.474375,19719.59,121.2819561170719,16,3,shoes,jeans,jacket,mobile,unknown,6.0,1415.54,1000.0
CUST_0378,46,21,1218.3946153846155,15839.130000000001,105.29640422915566,13,2,shoes,jacket,shoes,mobile,unknown,5.076923076923077,1446.99,1095.17
CUST_0379,52,2,1214.9261904761904,25513.45,87.41371199509776,21,3,shoes,jacket,jeans,desktop,male,7.095238095238095,1379.94,1029.23
CUST_0380,51,3,1231.6729411764704,20938.44,134.80571221969348,17,3,jacket,shoes,jeans,desktop,female,4.823529411764706,1475.77,1000.0
CUST_0381,44,3,1323.0407692307692,17199.53,122.3995974572315,13,3,shoes,jeans,jacket,desktop,male,5.615384615384615,1500.0,1175.02
CUST_0382,47,14,1292.0746666666666,19381.12,120.59333142346438,15,3,jacket,jeans,shoes,desktop,female,5.2,1500.0,1000.0
CUST_0383,56,8,1308.0116666666665,15696.14,111.27963023869468,12,3,jacket,shoes,jeans,desktop,male,4.666666666666667,1500.0,1130.07
CUST_0384,51,5,1234.9499999999998,22229.1,151.88208177631054,18,3,jeans,shoes,jacket,desktop,female,4.888888888888889,1500.0,1000.0
CUST_0385,46,9,1266.0407692307692,16458.53,136.5160070261322,13,3,jacket,jeans,shoes,mobile,female,5.769230769230769,1490.79,1000.0
CUST_0386,54,18,1205.7485714285715,16880.48,114.5704414730984,14,3,shoes,jeans,jacket,desktop,male,6.214285714285714,1446.99,1000.0
CUST_0387,50,7,1301.9446153846152,16925.28,127.25921483435457,13,3,shoes,jacket,jeans,desktop,unknown,6.230769230769231,1500.0,1000.0
CUST_0388,58,7,1225.772,12257.72,113.27917252914979,10,2,jacket,jeans,jacket,desktop,male,4.8,1418.87,1062.85
CUST_0389,53,8,1274.365,20389.84,103.99681866929073,16,3,jeans,shoes,jacket,desktop,male,5.5,1475.77,1095.17
CUST_0390,53,8,1306.1361538461538,16979.77,142.56850368264264,13,3,jeans,shoes,jacket,desktop,female,6.076923076923077,1475.77,1029.23
CUST_0391,45,20,1241.7,14900.4,118.14068616388147,12,3,jeans,shoes,jacket,desktop,male,5.75,1451.01,1076.76
CUST_0392,46,9,1258.4407142857142,17618.17,154.35649384382316,14,3,shoes,jacket,jeans,desktop,female,5.0,1490.79,1050.94
